"reason","phone","row_number","governorate","language","raw_preview"
"invalid_or_missing_phone",,"1914","Baghdad","kurdish","IQ020434 OpenStreetMap محلات تصليح السيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.388983 44.36162 https://www.google"
"invalid_or_missing_phone",,"1916","Baghdad","kurdish","IQ017333 OpenStreetMap محلات صيانة السيارات في البنوك Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.397323 44.390042 https:/"
"invalid_or_missing_phone",,"1917","Baghdad","kurdish","IQ015249 OpenStreetMap محلات عادل التميمي Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing    share/17RjEpe5WM  1 شارع 6, Baghdad شارع 6  33.33388 "
"invalid_or_missing_phone",,"1919","Baghdad","kurdish","IQ015852 OpenStreetMap محلات عيسى وكيل ادوات فرنسي Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.312136 44.443784 https://www.googl"
"invalid_or_missing_phone",,"1920","Baghdad","kurdish","IQ020266 OpenStreetMap محلات مؤمل Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop tyres Private sector / economically relevant Private commercial    NO missing      0 Baghdad  24/7 33.37499 44.698455 https://www.google.com/maps?q"
"invalid_or_missing_phone",,"1921","Baghdad","kurdish","IQ020130 OpenStreetMap محمد البركة Arabic-script unknown محمد البركة للشاشات والمسجلات   Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.369463 44.5189"
"invalid_or_missing_phone",,"1922","Baghdad","kurdish","IQ019136 OpenStreetMap محمد السمكري Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.310454 44.481056 https://www.google.com/ma"
"invalid_or_missing_phone",,"1923","Baghdad","kurdish","IQ016132 OpenStreetMap محمد الصافي لتبريد السيارات 2 Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 شارع الظلال, Baghdad شارع الظلال  33.3"
"invalid_or_missing_phone",,"1924","Baghdad","kurdish","IQ013763 OpenStreetMap محمد العزاوي Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 شارع مدير الامن, Baghdad شارع مدير الامن Su-Fr 09:00-18"
"invalid_or_missing_phone",,"1925","Baghdad","kurdish","IQ014966 OpenStreetMap محمد الفهد لقطع غيار السيارات الكورية Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.294445 44.442003 "
"invalid_or_missing_phone",,"1926","Baghdad","kurdish","IQ015793 OpenStreetMap محمد اودي و علي كولف لتصليح السيارات الالماني;محمد اودي وعلي كولف;بيت الألماني قطع غيار اودي+فوكس وأكن Arabic-script unknown محمد اودي و علي كولف;بيت الألماني قطع غيار اودي+فوكس وأكن  Mohammed Audi & Ali Golf;Muhammad audi & Al"
"invalid_or_missing_phone",,"1927","Baghdad","kurdish","IQ018214 OpenStreetMap محمد باور ستيرن ابو عقيل Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 Baghdad   33.40"
"invalid_or_missing_phone",,"1928","Baghdad","kurdish","IQ015241 OpenStreetMap محمود عزيز لزجاج السيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 شارع ٦ مقابل م"
"invalid_or_missing_phone",,"1929","Baghdad","kurdish","IQ015071 OpenStreetMap مخازن الوليد للاطارات Arabic مخازن الوليد للاطارات   Baghdad بغداد بەغدا Baghdad Automotive shop tyres Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.29793 44.450432 https://www.goog"
"invalid_or_missing_phone",,"1930","Baghdad","kurdish","IQ012616 OpenStreetMap مديرية المرور قسم ترقين السيارات (تسقيط السيارات) Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.16308"
"invalid_or_missing_phone",,"1931","Baghdad","kurdish","IQ016121 OpenStreetMap مديرية الهندسة العسكرية Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_parts Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.342293 44.417952 https://www.goo"
"invalid_or_missing_phone",,"1932","Baghdad","kurdish","IQ016337 OpenStreetMap مرابطة بنات الحسن Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_parts Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.512015 44.083327 https://www.google.co"
"invalid_or_missing_phone",,"1933","Baghdad","kurdish","IQ013342 OpenStreetMap مركز ازل للشاشات والمسجلات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 شارع المعتز, Baghdad شارع المعتز  33.2729"
"invalid_or_missing_phone",,"1935","Baghdad","kurdish","IQ017209 OpenStreetMap مركز الاتقان لتبريد السيارات Arabic-script unknown   Al-Etqan center Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.388247 44.3"
"invalid_or_missing_phone",,"1936","Baghdad","kurdish","IQ014965 OpenStreetMap مركز الاجراس لصيانة السيارات Arabic مركز الاجراس لصيانة السيارات   Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     "
"invalid_or_missing_phone",,"1939","Baghdad","kurdish","IQ013766 OpenStreetMap مركز البصمة لبيع البلكات والمجاول Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.341602 44.280538 http"
"invalid_or_missing_phone",,"1940","Baghdad","kurdish","IQ015880 OpenStreetMap مركز البيع المباشر شركة GM Mixed    Baghdad بغداد بەغدا Baghdad Automotive shop car_parts Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.317321 44.439111 https://www.google.com/maps?"
"invalid_or_missing_phone",,"1941","Baghdad","kurdish","IQ015332 OpenStreetMap مركز الجيلي احمد شوقي Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.331942 44.402397 https://www.goog"
"invalid_or_missing_phone",,"1944","Baghdad","kurdish","IQ015005 OpenStreetMap مركز الخفاجي ابو علي BMW Arabic مركز الخفاجي ابو علي BMW   Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 Baghda"
"invalid_or_missing_phone",,"1946","Baghdad","kurdish","IQ015322 OpenStreetMap مركز السلسلة Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.331874 44.401495 https://www.google.com/ma"
"invalid_or_missing_phone",,"1948","Baghdad","kurdish","IQ015799 OpenStreetMap مركز الطيران لصيانة الكير الاوتماتيك Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad  Fr-We 08:00-17:00 33.3"
"invalid_or_missing_phone",,"1949","Baghdad","kurdish","IQ013433 OpenStreetMap مركز العالمية لصيانة السيارات Arabic-script unknown   Alealamih Car Service Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65"
"invalid_or_missing_phone",,"1950","Baghdad","kurdish","IQ015074 OpenStreetMap مركز العراب Arabic مركز العراب   Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.300464 44.447679 https://www.google.com/maps?q="
"invalid_or_missing_phone",,"1951","Baghdad","kurdish","IQ012715 OpenStreetMap مركز المستقبل لصيانة السيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 السيدية, B"
"invalid_or_missing_phone",,"1952","Baghdad","kurdish","IQ015155 OpenStreetMap مركز الملا للميزانية الالكترونية 3D اربع عجلات Mixed    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12 https://m.faceb"
"invalid_or_missing_phone",,"1953","Baghdad","kurdish","IQ014587 OpenStreetMap مركز المهندس سجاد Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad  Mo-Fr 09:00-21:00 33.355104 44.333438 htt"
"invalid_or_missing_phone",,"1954","Baghdad","kurdish","IQ015308 OpenStreetMap مركز اليقين للأدوات الاحتياطية للسيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_parts Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 ش"
"invalid_or_missing_phone",,"1956","Baghdad","kurdish","IQ013348 OpenStreetMap مركز اياد لزراعة حجر البيئة Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.274224 44.341548 https://ww"
"invalid_or_missing_phone",,"1957","Baghdad","kurdish","IQ012583 OpenStreetMap مركز بغداد لمنتجات بلوكم الالمانية Arabic-script unknown   bluechem baghdad Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.2468"
"invalid_or_missing_phone",,"1958","Baghdad","kurdish","IQ013703 OpenStreetMap مركز دايتونا لصيانة السيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.32891 44.2956 https://www."
"invalid_or_missing_phone",,"1959","Baghdad","kurdish","IQ012902 OpenStreetMap مركز دايموند للعناية بالسيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.246872 44.406224 https:/"
"invalid_or_missing_phone",,"1961","Baghdad","kurdish","IQ013253 OpenStreetMap مركز ستار ياباني للكير اوتوماتيك Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.264806 44.330382 https"
"invalid_or_missing_phone",,"1962","Baghdad","kurdish","IQ016414 OpenStreetMap مركز سيؤول Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.369624 44.284409 https://www.google.com/maps"
"invalid_or_missing_phone",,"1964","Baghdad","kurdish","IQ014317 OpenStreetMap مركز صيانة السيارات GPM Arabic مركز صيانة السيارات GPM   Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 المنصور,"
"invalid_or_missing_phone",,"1965","Baghdad","kurdish","IQ015345 OpenStreetMap مركز صيانة السيارات SG تويوتا Arabic مركز صيانة السيارات SG تويوتا  SG Service Centre Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_notation_da"
"invalid_or_missing_phone",,"1966","Baghdad","kurdish","IQ015002 OpenStreetMap مركز صيانة المنصور Arabic مركز صيانة المنصور  Chevy Repair Center Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.300224 44.4458"
"invalid_or_missing_phone",,"1967","Baghdad","kurdish","IQ015029 OpenStreetMap مركز صيانة سيارات دونك فنك Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 Baghdad  Fr-W"
"invalid_or_missing_phone",,"1968","Baghdad","kurdish","IQ020387 OpenStreetMap مركز صيانة سيارات مرسيدس Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.34838 44.400397 https://www.go"
"invalid_or_missing_phone",,"1969","Baghdad","kurdish","IQ014974 OpenStreetMap مركز صيانة شيري Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.294738 44.442252 https://www.google.com"
"invalid_or_missing_phone",,"1970","Baghdad","kurdish","IQ014544 OpenStreetMap مركز صيانة كيا هونداي Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.345808 44.351992 https://www.google.com/"
"invalid_or_missing_phone",,"1971","Baghdad","kurdish","IQ014959 OpenStreetMap مركز صيانة ميسوبيشي Arabic مركز صيانة ميسوبيشي   Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.294863 44.442312 https://www.go"
"invalid_or_missing_phone",,"1972","Baghdad","kurdish","IQ015151 OpenStreetMap مركز صيانة هونداي وكيا Arabic-script unknown مركز صيانة وقطع غيار لسيارات هيونداي وكيا  MOBIS 2 Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_n"
"invalid_or_missing_phone",,"1974","Baghdad","kurdish","IQ014248 OpenStreetMap مركز صيانة وقطع غيار Arabic مركز صيانة وقطع غيار  MOBIS Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12 http://www.face"
"invalid_or_missing_phone",,"1975","Baghdad","kurdish","IQ015126 OpenStreetMap مركز علاء ديزل Arabic-script unknown  الكراده ساحة 62مقابل مجموعة البديري  Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 62 Street, Baghdad"
"invalid_or_missing_phone",,"1976","Baghdad","kurdish","IQ015124 OpenStreetMap مركز مبيعات زيوت ادنول الالمانيا Arabic مركز مبيعات زيوت ادنول الالمانيا   Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.30490"
"invalid_or_missing_phone",,"1977","Baghdad","kurdish","IQ014522 OpenStreetMap مركز مهند الهندسي لصيانة السيارات Arabic مركز مهند الهندسي لصيانة السيارات   Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.6"
"invalid_or_missing_phone",,"1978","Baghdad","kurdish","IQ019290 OpenStreetMap مركز ميسر للشاشات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.326537 44.488944 https://www.google.c"
"invalid_or_missing_phone",,"1981","Baghdad","kurdish","IQ018611 OpenStreetMap مروان الغسل وتشحيم Arabic-script unknown   Marwan Car Wash and Lubrication Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.16671"
"invalid_or_missing_phone",,"1982","Baghdad","kurdish","IQ016731 OpenStreetMap مزاد التاجي Arabic-script unknown    Baghdad بغداد بەغدا بغداد Automotive shop car Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 طريق بغداد -الموصل, بغداد طريق بغداد "
"invalid_or_missing_phone",,"1983","Baghdad","kurdish","IQ015020 OpenStreetMap مزاد باشا فحص السيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.29743 44.441009 https://www.goog"
"invalid_or_missing_phone",,"1984","Baghdad","kurdish","IQ014541 OpenStreetMap مزانيه وبلنص عصام Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.346854 44.350854 https://www.google.c"
"invalid_or_missing_phone",,"1986","Baghdad","kurdish","IQ015685 OpenStreetMap مستشفى الامل Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_parts Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.312258 44.430434 https://www.google.com/map"
"invalid_or_missing_phone",,"1987","Baghdad","kurdish","IQ013438 OpenStreetMap مستودع التنين Arabic-script unknown   Dragon warehouse Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 نفق الشرطة, Baghdad نفق الشرطة  33.307492 44."
"invalid_or_missing_phone",,"1988","Baghdad","kurdish","IQ016531 OpenStreetMap مصطفى الانباري Arabic-script unknown  ادوات دوج كرفان  Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.373613 44.331995 https://"
"invalid_or_missing_phone",,"1989","Baghdad","kurdish","IQ016138 OpenStreetMap مصطفى ايكل Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.341558 44.42966 https://www.google.com/maps?"
"invalid_or_missing_phone",,"1991","Baghdad","kurdish","IQ015609 OpenStreetMap مصطفى صباح Arabic-script unknown مصطفى صباح(كراج القادسية)   Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 الشيخ عمر, Baghdad الشيخ عمر Mo-"
"invalid_or_missing_phone",,"1992","Baghdad","kurdish","IQ019145 OpenStreetMap مصلح Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.316773 44.47638 https://www.google.com/maps?q=33.3"
"invalid_or_missing_phone",,"1993","Baghdad","kurdish","IQ018623 OpenStreetMap مصلح جام سيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.244574 44.46322 https://www.google.com/"
"invalid_or_missing_phone",,"1994","Baghdad","kurdish","IQ017321 OpenStreetMap مصلح نوبرا ابو ايه Arabic مصلح نوبرا ابو ايه   Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO missing      0 شارع المشاتل, Baghdad شارع المشاتل  33.39313 4"
"invalid_or_missing_phone",,"1995","Baghdad","kurdish","IQ015815 OpenStreetMap مطبعة الطباع 1 Arabic مطبعة الطباع 1 Al tabaa printing press Al Tabaa printing press Baghdad بغداد بەغدا Baghdad Automotive shop car_parts Private sector / economically relevant Private commercial    NO scientific_notation_dama"
"invalid_or_missing_phone",,"1996","Baghdad","kurdish","IQ015715 OpenStreetMap مطبعة الطباع 2 Arabic مطبعة الطباع 2   Baghdad بغداد بەغدا Baghdad Automotive shop car_parts Private sector / economically relevant Private commercial    NO missing   sadeq2015@yahoo.con   1 بغداد السعدون, Baghdad بغداد السعدون"
"invalid_or_missing_phone",,"1997","Baghdad","kurdish","IQ013267 OpenStreetMap معارض البياع Arabic معارض البياع   Baghdad بغداد بەغدا بغداد Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 بغداد   33.263239 44.338193 https://www.google.com/maps?q=33.263239"
"invalid_or_missing_phone",,"1998","Baghdad","kurdish","IQ016276 OpenStreetMap معارض الحبيبية Arabic معارض الحبيبية   Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.352342 44.449869 https://www.google.com/maps?q=3"
"invalid_or_missing_phone",,"1999","Baghdad","kurdish","IQ016476 OpenStreetMap معارض الدولعي لبيع وشراء السيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.366213 44.319328 https://www"
"invalid_or_missing_phone",,"2000","Baghdad","kurdish","IQ016477 OpenStreetMap معارض الدولعي للسيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.367242 44.318627 https://www.google.com"
"invalid_or_missing_phone",,"2001","Baghdad","kurdish","IQ014606 OpenStreetMap معارض السيارات Arabic معارض السيارات   Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.354 44.3427 https://www.google.com/maps?q=33.354"
"invalid_or_missing_phone",,"2002","Baghdad","kurdish","IQ016108 OpenStreetMap معارض النهضة Arabic معارض النهضة   Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.3407 44.4159 https://www.google.com/maps?q=33.340700"
"invalid_or_missing_phone",,"2003","Baghdad","kurdish","IQ016506 OpenStreetMap معارض جكوك Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.382866 44.309311 https://www.google.com/maps?q=33.3"
"invalid_or_missing_phone",,"2005","Baghdad","kurdish","IQ017482 OpenStreetMap معرض الحسني Arabic معرض الحسني   Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.405687 44.399995 https://www.google.com/maps?q=33.4056"
"invalid_or_missing_phone",,"2006","Baghdad","kurdish","IQ016420 OpenStreetMap معرض الدجيلي Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop tyres Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.373562 44.293007 https://www.google.com/maps?q="
"invalid_or_missing_phone",,"2007","Baghdad","kurdish","IQ016720 OpenStreetMap معرض الرحمن محمد شهيد Arabic معرض الرحمن محمد شهيد   Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 عباس الچروخي, Baghdad عباس الچروخي Mo-Su 10:00-"
"invalid_or_missing_phone",,"2008","Baghdad","kurdish","IQ016721 OpenStreetMap معرض الشمس للسيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.408648 44.353298 https://www.google.com/ma"
"invalid_or_missing_phone",,"2009","Baghdad","kurdish","IQ013280 OpenStreetMap معرض الفادي لتجارة السيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.263514 44.33637 https://www.google"
"invalid_or_missing_phone",,"2010","Baghdad","kurdish","IQ016718 OpenStreetMap معرض اللقاء Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.41005 44.347279 https://www.google.com/maps?q=33.4"
"invalid_or_missing_phone",,"2011","Baghdad","kurdish","IQ017282 OpenStreetMap معرض اللقاء لتجارة السيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 الوقف السني, Baghdad الوقف السني  33.408224 44."
"invalid_or_missing_phone",,"2012","Baghdad","kurdish","IQ016107 OpenStreetMap معرض المجتبى لبيع السيارات Arabic معرض المجتبى لبيع السيارات   Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.340144 44.415132 https:/"
"invalid_or_missing_phone",,"2013","Baghdad","kurdish","IQ017484 OpenStreetMap معرض بغداد Arabic معرض بغداد   Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.405519 44.400221 https://www.google.com/maps?q=33.405519"
"invalid_or_missing_phone",,"2014","Baghdad","kurdish","IQ020444 OpenStreetMap معرض بيع السيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.362093 44.38306 https://www.google.com/maps?"
"invalid_or_missing_phone",,"2015","Baghdad","kurdish","IQ015747 OpenStreetMap معرض تايوان لدراجات الناريه Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop motorcycle Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12  redaa86@yahoo.com"
"invalid_or_missing_phone",,"2016","Baghdad","kurdish","IQ013238 OpenStreetMap معرض جنة الورود لتجارة السيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12  janaalworod0@gmail.c"
"invalid_or_missing_phone",,"2017","Baghdad","kurdish","IQ017307 OpenStreetMap معرض حسين جمال Arabic معرض حسين جمال   Baghdad بغداد بەغدا Baghdad Automotive shop car_repair Private sector / economically relevant Private commercial    NO scientific_notation_damaged 9.65E+12     0 شارع صليخ العام, Baghdad ش"
"invalid_or_missing_phone",,"2018","Baghdad","kurdish","IQ019954 OpenStreetMap معرض حمد لتجارة أدوات الدراجات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop motorcycle Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.388724 44.4657 https://w"
"invalid_or_missing_phone",,"2019","Baghdad","kurdish","IQ016722 OpenStreetMap معرض خيرات الرسول Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.40936 44.350589 https://www.google.com/maps?"
"invalid_or_missing_phone",,"2020","Baghdad","kurdish","IQ013282 OpenStreetMap معرض دار السلام المركزي لتجارة السيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.26337 44.335555 https:"
"invalid_or_missing_phone",,"2021","Baghdad","kurdish","IQ016514 OpenStreetMap معرض دجله لتجاره السيارات Arabic معرض دجله لتجاره السيارات   Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 المحيط, Baghdad المحيط  33.3852 44.3199"
"invalid_or_missing_phone",,"2022","Baghdad","kurdish","IQ013952 OpenStreetMap معرض درة الربيع Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.329204 44.325171 https://www.google.com/maps?q"
"invalid_or_missing_phone",,"2023","Baghdad","kurdish","IQ012767 OpenStreetMap معرض سردار للسيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.252007 44.365203 https://www.google.com/ma"
"invalid_or_missing_phone",,"2024","Baghdad","kurdish","IQ016111 OpenStreetMap معرض عماد الخير لتجاره السيارات Arabic-script unknown    Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad   33.34028 44.416501 https://www.go"
"invalid_or_missing_phone",,"2025","Baghdad","kurdish","IQ017208 OpenStreetMap معرض عمر للسيارات Arabic معرض عمر للسيارات  car ammar Baghdad بغداد بەغدا Baghdad Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 Baghdad  24/7 33.388645 44.366545 https://www."
"invalid_or_missing_phone",,"2027","Baghdad","kurdish","IQ016110 OpenStreetMap معرض لؤلؤة العراق للسيارات Arabic معرض لؤلؤة العراق للسيارات   Baghdad بغداد بەغدا بغداد Automotive shop car Private sector / economically relevant Private commercial    NO missing      0 بغداد   33.341233 44.415348 https://www"
