"name","phone","governorate","category","address"
,"9647925269013","basra","gym",
,"9647764394901","basra","clinic",
,"9647868588453","basra","clinic",
,"9647833002764","basra","hotel",
,"9647723571770","basra","hotel",
,"9647782838493","basra","hotel",
,"9647804494868","basra","hotel",
,"9647985418576","basra","hotel",
,"9647738664899","basra","software_company",
,"9647973771475","basra","real_estate",
,"9647922911833","basra","real_estate",
,"9647965191772","basra","real_estate",
,"9647702394216","basra","real_estate",
,"9647706004079","basra","restaurant",
,"9647708827444","basra","restaurant",
,"9647883605773","basra","restaurant",
,"9647873950044","basra","restaurant",
,"9647954010999","basra","restaurant",
,"9647904321554","basra","restaurant",
,"9647912170841","basra","restaurant",
,"9647807077246","basra","restaurant",
,"9647916356991","basra","restaurant",
,"9647711111509","basra","other",
,"9647114233869","basra","bank",
,"9647841623009","basra","bank",
,"9647198218019","basra","bank",
,"9647372640862","basra","bank",
,"9647769584779","basra","bank",
,"9647827846874","basra","bank",
,"9647693981135","basra","bank",
,"9647345268584","basra","bank",
,"9647842011837","basra","bank",
,"9647988450088","basra","bank",
,"9647226014063","basra","bank",
,"9647762019262","basra","bank",
,"9647103971591","basra","bank",
,"9647255798015","basra","bank",
,"9647914367159","basra","bank",
,"9647195246275","basra","bank",
,"9647439982165","basra","bank",
,"9647497721168","basra","salon",
,"9647699771014","basra","salon",
,"9647392350369","basra","salon",
,"9647940816075","basra","cafe_bakery",
,"9647257757716","basra","cafe_bakery",
,"9647261992766","basra","cafe_bakery",
,"9647633110282","basra","cafe_bakery",
,"9647243211423","basra","cafe_bakery",
,"9647540094011","basra","cafe_bakery",
,"9647925359586","basra","cafe_bakery",
,"9647150548351","basra","cafe_bakery",
,"9647195375436","basra","cafe_bakery",
,"9647205374464","basra","cafe_bakery",
,"9647603487337","basra","cafe_bakery",
,"9647679166455","basra","cafe_bakery",
,"9647873475441","basra","clinic",
,"9647304057052","basra","clinic",
,"9647578915010","basra","clinic",
,"9647777602200","basra","clinic",
,"9647940315375","basra","clinic",
,"9647146644556","basra","clinic",
,"9647984193034","basra","clinic",
,"9647128758505","basra","clothing_store",
,"9647659563873","basra","clothing_store",
,"9647209031483","basra","clothing_store",
,"9647713620904","basra","clothing_store",
,"9647939538983","basra","clothing_store",
,"9647722511274","basra","clothing_store",
,"9647504038322","basra","clothing_store",
,"9647740153252","basra","clothing_store",
,"9647310784064","basra","university",
,"9647356406725","basra","university",
,"9647516797657","basra","university",
,"9647732358365","basra","university",
,"9647419947017","basra","university",
,"9647503533635","basra","university",
,"9647640701536","basra","university",
,"9647689216574","basra","university",
,"9647736401294","basra","university",
,"9647785747429","basra","university",
,"9647945014002","basra","university",
,"9647152287763","basra","university",
,"9647612816928","basra","university",
,"9647989516872","basra","university",
,"9647322980205","basra","university",
,"9647410214768","basra","university",
,"9647434896558","basra","mobile_shop",
,"9647644105795","basra","mobile_shop",
,"9647360420987","basra","mobile_shop",
,"9647611266534","basra","mobile_shop",
,"9647669643521","basra","mobile_shop",
,"9647275687070","basra","mobile_shop",
,"9647923957063","basra","mobile_shop",
,"9647606363716","basra","mobile_shop",
,"9647971554631","basra","mobile_shop",
,"9647613824109","basra","mobile_shop",
,"9647667681789","basra","mobile_shop",
,"9647369278365","basra","cinema",
,"9647949513895","basra","cinema",
,"9647812921748","basra","cinema",
,"9647830156649","basra","cinema",
,"9647961412358","basra","cinema",
,"9647329816522","basra","cinema",
,"9647433697453","basra","cinema",
,"9647567579102","basra","cinema",
,"9647269821282","basra","cinema",
,"9647907452904","basra","cinema",
,"9647946179173","basra","cinema",
,"9647319919608","basra","cinema",
,"9647697855620","basra","cinema",
,"9647702189634","basra","cinema",
,"9647710078807","basra","cinema",
,"9647718660469","basra","cinema",
,"9647761557434","basra","cinema",
,"9647814033903","basra","cinema",
,"9647204670965","basra","cinema",
,"9647228183630","basra","cinema",
,"9647822956909","basra","cinema",
,"9647305761610","basra","cinema",
,"9647316262653","basra","cinema",
,"9647838203544","basra","cinema",
,"9647955725348","basra","cinema",
,"9647727627106","basra","cinema",
,"9647963389407","basra","cinema",
,"9647258891685","basra","other",
,"9647790025993","basra","other",
,"9647942456391","basra","other",
,"9647437183734","basra","other",
,"9647652279201","basra","other",
,"9647951507040","basra","other",
,"9647259464067","basra","other",
,"9647464040181","basra","other",
,"9647645692196","basra","other",
,"9647143632317","basra","other",
,"9647178363395","basra","other",
,"9647951282421","basra","other",
,"9647315574993","basra","other",
,"9647108046559","basra","furniture",
,"9647609216226","basra","furniture",
,"9647324085441","basra","furniture",
,"9647514971175","basra","furniture",
,"9647846929467","basra","furniture",
,"9647181954579","basra","furniture",
,"9647596217619","basra","furniture",
,"9647149668909","basra","gym",
,"9647310649891","basra","gym",
,"9647141125707","basra","gym",
,"9647266625589","basra","gym",
,"9647349742955","basra","gym",
,"9647598021746","basra","gym",
,"9647519840206","basra","hospital",
,"9647585819060","basra","hospital",
,"9647140452944","basra","hospital",
,"9647269563529","basra","hospital",
,"9647532348871","basra","hospital",
,"9647538353757","basra","hospital",
,"9647675391049","basra","hospital",
,"9647112930329","basra","travel_agency",
,"9647932058904","basra","travel_agency",
,"9647338715833","basra","travel_agency",
,"9647824882133","basra","travel_agency",
,"9647880305998","basra","travel_agency",
,"9647915108830","basra","travel_agency",
,"9647566604554","basra","other",
,"9647746858180","basra","other",
,"9647849146454","basra","other",
,"9647424087607","basra","other",
,"9647674445060","basra","other",
,"9647826968404","basra","other",
,"9647958436273","basra","other",
,"9647283376945","basra","other",
,"9647368723205","basra","other",
,"9647790199003","basra","other",
,"9647639923034","basra","other",
,"9647341530596","basra","pharmacy",
,"9647493418067","basra","pharmacy",
,"9647126446675","basra","pharmacy",
,"9647627526638","basra","pharmacy",
,"9647269400664","basra","pharmacy",
,"9647417610736","basra","pharmacy",
,"9647446049357","basra","pharmacy",
,"9647918662417","basra","pharmacy",
,"9647796970794","basra","pharmacy",
,"9647807328633","basra","pharmacy",
,"9647252005400","basra","real_estate",
,"9647758976213","basra","real_estate",
,"9647878250880","basra","real_estate",
,"9647150280260","basra","real_estate",
,"9647398336616","basra","real_estate",
,"9647421973708","basra","real_estate",
,"9647445831134","basra","real_estate",
,"9647480595856","basra","real_estate",
,"9647578371377","basra","real_estate",
,"9647581411150","basra","real_estate",
,"9647185145113","basra","restaurant",
,"9647608976547","basra","restaurant",
,"9647650321380","basra","restaurant",
,"9647821590410","basra","restaurant",
,"9647133595470","basra","restaurant",
,"9647522397359","basra","restaurant",
,"9647526512961","basra","restaurant",
,"9647764437498","basra","restaurant",
,"9647811439530","basra","restaurant",
,"9647227603357","basra","restaurant",
,"9647168340605","basra","restaurant",
,"9647291703112","basra","restaurant",
,"9647565019862","basra","restaurant",
,"9647271545973","basra","university",
,"9647273448128","basra","university",
,"9647323733424","basra","university",
,"9647361949703","basra","university",
,"9647146047935","basra","university",
,"9647761897335","basra","university",
,"9647881891405","basra","university",
,"9647108580257","basra","university",
,"9647493539090","basra","university",
,"9647383908268","basra","other",
,"9647687207734","basra","other",
,"9647529044920","basra","other",
,"9647993638351","basra","other",
,"9647183293882","basra","other",
,"9647308606234","basra","other",
,"9647706920766","basra","mall",
,"9647450322121","basra","supermarket",
,"9647841605609","basra","supermarket",
,"9647140339358","basra","supermarket",
,"9647233452349","basra","supermarket",
,"9647868012511","basra","supermarket",
,"9647114486371","basra","supermarket",
,"9647590482090","basra","supermarket",
,"9647329426774","basra","supermarket",
,"9647865679814","basra","supermarket",
,"9647760564276","basra","supermarket",
,"9647406366439","basra","travel_agency",
,"9647412663085","basra","travel_agency",
,"9647585647096","basra","travel_agency",
,"9647628641210","basra","travel_agency",
,"9647651710906","basra","travel_agency",
,"9647301486867","basra","university",
,"9647789293887","basra","university",
,"9647797741513","basra","university",
,"9647146276476","basra","university",
,"9647213261558","basra","university",
,"9647550363192","basra","university",
,"9647852393743","basra","university",
,"9647152862376","basra","university",
,"9647395207753","basra","university",
,"9647785627572","basra","university",
,"9647202227182","basra","university",
,"9647812055411","basra","university",
,"9647335249328","basra","university",
,"9647480875748","basra","university",
,"9647267828445","dhiqar","bank",
,"9647292212495","dhiqar","bank",
,"9647954427902","dhiqar","bank",
,"9647174196655","dhiqar","bank",
,"9647785662335","dhiqar","bank",
,"9647390799989","dhiqar","bank",
,"9647559727401","dhiqar","bank",
,"9647594839994","dhiqar","bank",
,"9647994728256","dhiqar","bank",
,"9647443168565","dhiqar","bank",
,"9647616059079","dhiqar","bank",
,"9647546286149","dhiqar","bank",
,"9647791680970","dhiqar","bank",
,"9647379100770","dhiqar","bank",
,"9647230159399","dhiqar","bank",
,"9647415585955","dhiqar","bank",
,"9647153352575","dhiqar","bank",
,"9647593435040","dhiqar","bank",
,"9647123100754","dhiqar","bank",
,"9647410554522","dhiqar","salon",
,"9647719251927","dhiqar","salon",
,"9647380142014","dhiqar","salon",
,"9647651164305","dhiqar","salon",
,"9647990103733","dhiqar","salon",
,"9647762425815","dhiqar","salon",
,"9647599780779","dhiqar","cafe_bakery",
,"9647855268807","dhiqar","cafe_bakery",
,"9647201466955","dhiqar","cafe_bakery",
,"9647561904069","dhiqar","cafe_bakery",
,"9647640281798","dhiqar","cafe_bakery",
,"9647484397849","dhiqar","cafe_bakery",
,"9647629764001","dhiqar","cafe_bakery",
,"9647936231500","dhiqar","cafe_bakery",
,"9647427316940","dhiqar","cafe_bakery",
,"9647963653369","dhiqar","cafe_bakery",
,"9647967002652","dhiqar","cafe_bakery",
,"9647362046819","dhiqar","cafe_bakery",
,"9647465844647","dhiqar","cafe_bakery",
,"9647734738632","dhiqar","cafe_bakery",
,"9647933819963","dhiqar","cafe_bakery",
,"9647188963895","dhiqar","clinic",
,"9647886952172","dhiqar","clinic",
,"9647415646010","dhiqar","clinic",
,"9647232161680","dhiqar","clinic",
,"9647302114883","dhiqar","clinic",
,"9647405684181","dhiqar","clinic",
,"9647360862479","dhiqar","clinic",
,"9647555437304","dhiqar","clinic",
,"9647409777528","dhiqar","clinic",
,"9647378521763","dhiqar","clothing_store",
,"9647610566199","dhiqar","clothing_store",
,"9647640861505","dhiqar","clothing_store",
,"9647497702223","dhiqar","clothing_store",
,"9647565611875","dhiqar","clothing_store",
,"9647683804553","dhiqar","clothing_store",
,"9647819984864","dhiqar","clothing_store",
,"9647822131782","dhiqar","clothing_store",
,"9647887701405","dhiqar","clothing_store",
,"9647331724331","dhiqar","university",
,"9647612455351","dhiqar","university",
,"9647703388419","dhiqar","university",
,"9647499615296","dhiqar","university",
,"9647554613072","dhiqar","university",
,"9647740780894","dhiqar","university",
,"9647746413742","dhiqar","university",
,"9647112689092","dhiqar","mobile_shop",
,"9647443326503","dhiqar","mobile_shop",
,"9647348671373","dhiqar","mobile_shop",
,"9647458055395","dhiqar","mobile_shop",
,"9647650839049","dhiqar","mobile_shop",
,"9647683209882","dhiqar","mobile_shop",
,"9647641870218","dhiqar","mobile_shop",
,"9647126797055","dhiqar","mobile_shop",
,"9647139029971","dhiqar","cinema",
,"9647302958638","dhiqar","cinema",
,"9647868566104","dhiqar","cinema",
,"9647341332264","dhiqar","cinema",
,"9647629750262","dhiqar","cinema",
,"9647865815370","dhiqar","cinema",
,"9647840444149","dhiqar","cinema",
,"9647849935344","dhiqar","cinema",
,"9647249593784","dhiqar","cinema",
,"9647793886933","dhiqar","cinema",
,"9647889584009","dhiqar","cinema",
,"9647104952821","dhiqar","cinema",
,"9647975908279","dhiqar","cinema",
,"9647421238771","dhiqar","other",
,"9647491034051","dhiqar","other",
,"9647830044291","dhiqar","other",
,"9647520847632","dhiqar","other",
,"9647432420275","dhiqar","other",
,"9647610366937","dhiqar","other",
,"9647756311256","dhiqar","other",
,"9647921470190","dhiqar","other",
,"9647316855499","dhiqar","other",
,"9647503902457","dhiqar","other",
,"9647643637836","dhiqar","other",
,"9647425323224","dhiqar","other",
,"9647150432813","dhiqar","furniture",
,"9647711555901","dhiqar","furniture",
,"9647983491782","dhiqar","furniture",
,"9647215754233","dhiqar","furniture",
,"9647871897730","dhiqar","furniture",
,"9647421720954","dhiqar","furniture",
,"9647498553098","dhiqar","furniture",
,"9647527398658","dhiqar","furniture",
,"9647910342309","dhiqar","furniture",
,"9647937870490","dhiqar","furniture",
,"9647959426235","dhiqar","furniture",
,"9647106191326","dhiqar","gym",
,"9647666404757","dhiqar","gym",
,"9647840117320","dhiqar","gym",
,"9647705423768","dhiqar","gym",
,"9647427733867","dhiqar","gym",
,"9647458770259","dhiqar","gym",
,"9647558828376","dhiqar","gym",
,"9647170375880","dhiqar","gym",
,"9647573126418","dhiqar","gym",
,"9647873636275","dhiqar","gym",
,"9647118134921","dhiqar","gym",
,"9647359563629","dhiqar","gym",
,"9647208039652","dhiqar","hospital",
,"9647537702658","dhiqar","hospital",
,"9647792306709","dhiqar","hospital",
,"9647912513704","dhiqar","hospital",
,"9647157414209","dhiqar","hospital",
,"9647272796257","dhiqar","hospital",
,"9647774676384","dhiqar","hospital",
,"9647634412489","dhiqar","hospital",
,"9647903794296","dhiqar","hospital",
,"9647221316108","dhiqar","travel_agency",
,"9647252985470","dhiqar","travel_agency",
,"9647353092425","dhiqar","travel_agency",
,"9647131697508","dhiqar","travel_agency",
,"9647700142733","dhiqar","travel_agency",
,"9647852558991","dhiqar","travel_agency",
,"9647340574493","dhiqar","travel_agency",
,"9647738882454","dhiqar","other",
,"9647959468296","dhiqar","other",
,"9647476635001","dhiqar","other",
,"9647423395749","dhiqar","other",
,"9647465185975","dhiqar","other",
,"9647515492650","dhiqar","other",
,"9647945083212","dhiqar","other",
,"9647650657186","dhiqar","other",
,"9647689559258","dhiqar","other",
,"9647558918701","dhiqar","other",
,"9647974496549","dhiqar","other",
,"9647369433860","dhiqar","pharmacy",
,"9647453378381","dhiqar","pharmacy",
,"9647464680422","dhiqar","pharmacy",
,"9647922109614","dhiqar","pharmacy",
,"9647493134570","dhiqar","pharmacy",
,"9647518379293","dhiqar","pharmacy",
,"9647116826312","dhiqar","pharmacy",
,"9647139011410","dhiqar","pharmacy",
,"9647236225014","dhiqar","pharmacy",
,"9647631978057","dhiqar","real_estate",
,"9647897594735","dhiqar","real_estate",
,"9647945401269","dhiqar","real_estate",
,"9647604211668","dhiqar","real_estate",
,"9647791738440","dhiqar","real_estate",
,"9647844652794","dhiqar","real_estate",
,"9647266483206","dhiqar","real_estate",
,"9647714781336","dhiqar","real_estate",
,"9647875384238","dhiqar","real_estate",
,"9647252316263","dhiqar","real_estate",
,"9647466047880","dhiqar","real_estate",
,"9647992198882","dhiqar","real_estate",
,"9647358528533","dhiqar","restaurant",
,"9647391842425","dhiqar","restaurant",
,"9647597485601","dhiqar","restaurant",
,"9647599682227","dhiqar","restaurant",
,"9647136790189","dhiqar","restaurant",
,"9647358827393","dhiqar","restaurant",
,"9647836162150","dhiqar","restaurant",
,"9647123765957","dhiqar","restaurant",
,"9647142556513","dhiqar","restaurant",
,"9647470139290","dhiqar","restaurant",
,"9647529702663","dhiqar","restaurant",
,"9647613258387","dhiqar","restaurant",
,"9647467210199","dhiqar","restaurant",
,"9647824701012","dhiqar","restaurant",
,"9647248644724","dhiqar","university",
,"9647517922832","dhiqar","university",
,"9647521283107","dhiqar","university",
,"9647864153399","dhiqar","university",
,"9647210549568","dhiqar","university",
,"9647465947621","dhiqar","university",
,"9647224957468","dhiqar","university",
,"9647313155910","dhiqar","university",
,"9647550139784","dhiqar","university",
,"9647493259082","dhiqar","university",
,"9647826179415","dhiqar","university",
,"9647967676023","dhiqar","university",
,"9647453753913","dhiqar","university",
,"9647166117184","dhiqar","other",
,"9647222137208","dhiqar","other",
,"9647544021657","dhiqar","other",
,"9647387396370","dhiqar","other",
,"9647219452720","dhiqar","other",
,"9647516241906","dhiqar","other",
,"9647605070009","dhiqar","other",
,"9647331379980","dhiqar","other",
,"9647157557032","dhiqar","other",
,"9647772295175","dhiqar","supermarket",
,"9647834960676","dhiqar","supermarket",
,"9647200104923","dhiqar","supermarket",
,"9647358215207","dhiqar","supermarket",
,"9647424381114","dhiqar","supermarket",
,"9647629328954","dhiqar","supermarket",
,"9647904491103","dhiqar","supermarket",
,"9647367835761","dhiqar","travel_agency",
,"9647632052254","dhiqar","travel_agency",
,"9647714189221","dhiqar","travel_agency",
,"9647687520807","dhiqar","travel_agency",
,"9647589340894","dhiqar","travel_agency",
,"9647746055806","dhiqar","travel_agency",
,"9647442720860","dhiqar","travel_agency",
,"9647935248942","dhiqar","travel_agency",
,"9647837315649","dhiqar","university",
,"9647994915546","dhiqar","university",
,"9647464710059","dhiqar","university",
,"9647810592484","dhiqar","university",
,"9647519711333","dhiqar","university",
,"9647995672282","dhiqar","university",
,"9647382384282","dhiqar","university",
,"9647467709092","dhiqar","university",
,"9647784133289","diyala","salon",
,"9647846853199","diyala","salon",
,"9647888170206","diyala","salon",
,"9647741944595","diyala","construction_company",
,"9647781958689","diyala","construction_company",
,"9647708935270","diyala","university",
,"9647924969212","diyala","university",
,"9647766028442","diyala","university",
,"9647822713716","diyala","university",
,"9647766895615","diyala","university",
,"9647889636421","diyala","university",
,"9647854059600","diyala","mobile_shop",
,"9647994695978","diyala","mobile_shop",
,"9647798461152","diyala","mobile_shop",
,"9647829575183","diyala","mobile_shop",
,"9647859703962","diyala","mobile_shop",
,"9647708227905","diyala","gym",
,"9647913611863","diyala","gym",
,"9647909778268","diyala","gym",
,"9647785427738","diyala","gym",
,"9647711615844","diyala","clinic",
,"9647916998799","diyala","hotel",
,"9647973065603","diyala","hotel",
,"9647786328375","diyala","hotel",
,"9647908559031","diyala","software_company",
,"9647883229013","diyala","real_estate",
,"9647786531643","diyala","real_estate",
,"9647753743304","diyala","real_estate",
,"9647906003478","diyala","real_estate",
,"9647712549648","diyala","restaurant",
,"9647913392643","diyala","restaurant",
,"9647845239783","diyala","restaurant",
,"9647903950972","diyala","restaurant",
,"9647851213238","diyala","restaurant",
,"9647919583707","diyala","restaurant",
,"9647333749546","diyala","bank",
,"9647436834230","diyala","bank",
,"9647861878888","diyala","bank",
,"9647791855685","diyala","bank",
,"9647371264959","diyala","bank",
,"9647511259620","diyala","bank",
,"9647631938587","diyala","bank",
,"9647170254993","diyala","bank",
,"9647153952883","diyala","bank",
,"9647637475053","diyala","bank",
,"9647939754253","diyala","bank",
,"9647356644316","diyala","bank",
,"9647591517901","diyala","bank",
,"9647470090149","diyala","bank",
,"9647827399953","diyala","bank",
,"9647293477432","diyala","bank",
,"9647376673116","diyala","bank",
,"9647107400616","diyala","salon",
,"9647293528224","diyala","salon",
,"9647704191591","diyala","salon",
,"9647913758260","diyala","salon",
,"9647972132317","diyala","salon",
,"9647347655608","diyala","cafe_bakery",
,"9647878110844","diyala","cafe_bakery",
,"9647934752736","diyala","cafe_bakery",
,"9647950553469","diyala","cafe_bakery",
,"9647412944291","diyala","cafe_bakery",
,"9647582180688","diyala","cafe_bakery",
,"9647273769762","diyala","cafe_bakery",
,"9647706153032","diyala","cafe_bakery",
,"9647203939174","diyala","cafe_bakery",
,"9647532000422","diyala","cafe_bakery",
,"9647864402224","diyala","cafe_bakery",
,"9647276849844","diyala","clinic",
,"9647643299051","diyala","clinic",
,"9647906588996","diyala","clinic",
,"9647948638937","diyala","clinic",
,"9647173008870","diyala","clinic",
,"9647577131722","diyala","clinic",
,"9647668380886","diyala","clinic",
,"9647700681641","diyala","clinic",
,"9647707253392","diyala","clinic",
,"9647250639370","diyala","clinic",
,"9647425752529","diyala","clinic",
,"9647464009436","diyala","clinic",
,"9647359760468","diyala","clothing_store",
,"9647941817744","diyala","clothing_store",
,"9647314464575","diyala","clothing_store",
,"9647401223267","diyala","clothing_store",
,"9647756998344","diyala","clothing_store",
,"9647228745158","diyala","university",
,"9647562342854","diyala","university",
,"9647876638909","diyala","university",
,"9647495328750","diyala","university",
,"9647753783140","diyala","university",
,"9647351833114","diyala","university",
,"9647364314131","diyala","university",
,"9647706285446","diyala","mobile_shop",
,"9647794250895","diyala","mobile_shop",
,"9647955819450","diyala","mobile_shop",
,"9647823617607","diyala","mobile_shop",
,"9647378766871","diyala","mobile_shop",
,"9647556081927","diyala","mobile_shop",
,"9647558898133","diyala","mobile_shop",
,"9647687148839","diyala","mobile_shop",
,"9647257061644","diyala","mobile_shop",
,"9647897513341","diyala","mobile_shop",
,"9647337933253","diyala","mobile_shop",
,"9647438587916","diyala","cinema",
,"9647939430491","diyala","cinema",
,"9647986182858","diyala","cinema",
,"9647104475115","diyala","cinema",
,"9647400410306","diyala","cinema",
,"9647707697692","diyala","cinema",
,"9647723552845","diyala","cinema",
,"9647385271538","diyala","cinema",
,"9647809627476","diyala","cinema",
,"9647757091382","diyala","cinema",
,"9647716495382","diyala","cinema",
,"9647778509945","diyala","cinema",
,"9647782341682","diyala","cinema",
,"9647490925211","diyala","cinema",
,"9647618263556","diyala","cinema",
,"9647718813654","diyala","cinema",
,"9647956344723","diyala","cinema",
,"9647555270008","diyala","cinema",
,"9647218396080","diyala","cinema",
,"9647141522926","diyala","other",
,"9647369820222","diyala","other",
,"9647185776218","diyala","other",
,"9647351174110","diyala","other",
,"9647886357078","diyala","other",
,"9647479901724","diyala","other",
,"9647129223651","diyala","furniture",
,"9647232925114","diyala","furniture",
,"9647652923164","diyala","furniture",
,"9647992453546","diyala","furniture",
,"9647378666088","diyala","gym",
,"9647848672286","diyala","gym",
,"9647901966950","diyala","gym",
,"9647817928012","diyala","gym",
,"9647190282947","diyala","gym",
,"9647258678353","diyala","gym",
,"9647516032529","diyala","gym",
,"9647159055500","diyala","gym",
,"9647657842861","diyala","gym",
,"9647481411706","diyala","gym",
,"9647304343202","diyala","hospital",
,"9647728206590","diyala","hospital",
,"9647572259445","diyala","hospital",
,"9647620137637","diyala","hospital",
,"9647682993466","diyala","hospital",
,"9647193795315","diyala","hospital",
,"9647542805542","diyala","hospital",
,"9647104926638","diyala","travel_agency",
,"9647466479089","diyala","travel_agency",
,"9647758319432","diyala","travel_agency",
,"9647364224355","diyala","travel_agency",
,"9647410856028","diyala","travel_agency",
,"9647900098013","diyala","travel_agency",
,"9647108427191","diyala","travel_agency",
,"9647404346339","diyala","other",
,"9647720339687","diyala","other",
,"9647439208965","diyala","other",
,"9647368284611","diyala","other",
,"9647997177378","diyala","other",
,"9647427214651","diyala","other",
,"9647782659186","diyala","other",
,"9647375646278","diyala","other",
,"9647132080638","diyala","pharmacy",
,"9647816917875","diyala","pharmacy",
,"9647967753082","diyala","pharmacy",
,"9647125358435","diyala","pharmacy",
,"9647279023290","diyala","pharmacy",
,"9647627889775","diyala","pharmacy",
,"9647403698555","diyala","pharmacy",
,"9647675723527","diyala","pharmacy",
,"9647800039913","diyala","pharmacy",
,"9647416132454","diyala","pharmacy",
,"9647790923826","diyala","pharmacy",
,"9647655888682","diyala","pharmacy",
,"9647287762357","diyala","real_estate",
,"9647290238465","diyala","real_estate",
,"9647785455341","diyala","real_estate",
,"9647957228175","diyala","real_estate",
,"9647277291073","diyala","real_estate",
,"9647566543586","diyala","real_estate",
,"9647109972821","diyala","real_estate",
,"9647467009419","diyala","real_estate",
,"9647612866611","diyala","real_estate",
,"9647857657587","diyala","real_estate",
,"9647544760607","diyala","real_estate",
,"9647794333591","diyala","real_estate",
,"9647461469049","diyala","real_estate",
,"9647673337420","diyala","restaurant",
,"9647695724026","diyala","restaurant",
,"9647743094976","diyala","restaurant",
,"9647870700110","diyala","restaurant",
,"9647194024833","diyala","restaurant",
,"9647559406663","diyala","restaurant",
,"9647365758039","diyala","restaurant",
,"9647759646017","diyala","restaurant",
,"9647405861069","diyala","university",
,"9647409690062","diyala","university",
,"9647725324489","diyala","university",
,"9647332259488","diyala","university",
,"9647488612001","diyala","university",
,"9647196872437","diyala","university",
,"9647474732994","diyala","university",
,"9647706805607","diyala","university",
,"9647831696166","diyala","university",
,"9647344881266","diyala","university",
,"9647347833507","diyala","university",
,"9647400839434","diyala","university",
,"9647798159453","diyala","university",
,"9647427706455","diyala","university",
,"9647538869759","diyala","other",
,"9647791347337","diyala","other",
,"9647513716266","diyala","other",
,"9647602152569","diyala","other",
,"9647677473908","diyala","other",
,"9647181922158","diyala","other",
,"9647324477190","diyala","other",
,"9647105021693","diyala","other",
,"9647206189699","diyala","supermarket",
,"9647366536299","diyala","supermarket",
,"9647775240163","diyala","supermarket",
,"9647575892565","diyala","supermarket",
,"9647205424802","diyala","supermarket",
,"9647263547885","diyala","supermarket",
,"9647597174236","diyala","supermarket",
,"9647824772201","diyala","supermarket",
,"9647827049184","diyala","supermarket",
,"9647619059140","diyala","travel_agency",
,"9647948425832","diyala","travel_agency",
,"9647354088820","diyala","travel_agency",
,"9647489729277","diyala","travel_agency",
,"9647571346080","diyala","travel_agency",
,"9647897126256","diyala","travel_agency",
,"9647920508153","diyala","travel_agency",
,"9647303710127","diyala","travel_agency",
,"9647681330404","diyala","travel_agency",
,"9647734063797","diyala","travel_agency",
,"9647339607540","diyala","university",
,"9647764665624","diyala","university",
,"9647797086102","diyala","university",
,"9647854217726","diyala","university",
,"9647107433605","diyala","university",
,"9647973148024","diyala","university",
,"9647263554179","diyala","university",
,"9647545872013","diyala","university",
,"9647907705786","diyala","university",
,"9647942469210","diyala","university",
,"9647236427836","diyala","university",
,"9647316532201","diyala","university",
,"9647514824647","diyala","university",
,"9647579659933","diyala","university",
,"9647724776617","diyala","university",
,"9647890458757","diyala","university",
,"9647864628473","duhok","salon",
,"9647962918775","duhok","salon",
,"9647782277034","duhok","construction_company",
,"9647795759262","duhok","construction_company",
,"9647948867128","duhok","construction_company",
,"9647982202026","duhok","construction_company",
,"9647818943846","duhok","construction_company",
,"9647926597555","duhok","construction_company",
,"9647702604770","duhok","university",
,"9647869754762","duhok","university",
,"9647808456426","duhok","university",
,"9647818273909","duhok","university",
,"9647842543077","duhok","mobile_shop",
,"9647947201378","duhok","mobile_shop",
,"9647841615051","duhok","mobile_shop",
,"9647882951232","duhok","mobile_shop",
,"9647932536299","duhok","mobile_shop",
,"9647926425124","duhok","gym",
,"9647734093483","duhok","clinic",
,"9647768097348","duhok","clinic",
,"9647848272897","duhok","clinic",
,"9647796708426","duhok","hotel",
,"9647796973562","duhok","hotel",
,"9647811912220","duhok","hotel",
,"9647726295870","duhok","hotel",
,"9647864536152","duhok","software_company",
,"9647975546865","duhok","software_company",
,"9647878249766","duhok","real_estate",
,"9647964491647","duhok","real_estate",
,"9647714268391","duhok","restaurant",
,"9647967662720","duhok","restaurant",
,"9647756689989","duhok","restaurant",
,"9647809473939","duhok","restaurant",
,"9647935575895","duhok","restaurant",
,"9647507993444","duhok","other",
,"9647501882032","duhok","other",
,"9647501882805","duhok","other",
,"9647462780354","duhok","bank",
,"9647499984126","duhok","bank",
,"9647600313260","duhok","bank",
,"9647840076740","duhok","bank",
,"9647209026201","duhok","bank",
,"9647434563886","duhok","bank",
,"9647278029354","duhok","bank",
,"9647281260381","duhok","bank",
,"9647988365603","duhok","bank",
,"9647217716122","duhok","salon",
,"9647634072509","duhok","salon",
,"9647997768779","duhok","salon",
,"9647517731434","duhok","salon",
,"9647662066661","duhok","salon",
,"9647745985703","duhok","salon",
,"9647845285045","duhok","salon",
,"9647115554461","duhok","salon",
,"9647345725160","duhok","salon",
,"9647446872802","duhok","cafe_bakery",
,"9647558204031","duhok","cafe_bakery",
,"9647768941030","duhok","cafe_bakery",
,"9647714252004","duhok","cafe_bakery",
,"9647473297730","duhok","cafe_bakery",
,"9647660564798","duhok","cafe_bakery",
,"9647998559473","duhok","cafe_bakery",
,"9647679582477","duhok","clinic",
,"9647913962477","duhok","clinic",
,"9647980634385","duhok","clinic",
,"9647667660849","duhok","clinic",
,"9647147108149","duhok","clinic",
,"9647102901932","duhok","clothing_store",
,"9647313814067","duhok","clothing_store",
,"9647564260298","duhok","clothing_store",
